customer_id,first_name,last_name,gender,age,dob,email,phone_number,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value
417,Steve,Wilson,Male,43,1981-08-30,adamcook@mcdaniel.com,122-122-7489x852,0,1443,2,0,2021-07-11,15,278.06
418,Scott,Taylor,Male,33,1991-06-12,trevor27@davis.com,+1-548-272-5329x5593,0,257,4,0,2022-01-14,50,58.33
419,Brian,Baker,Male,28,1996-06-11,lisahogan@wong.com,+1-836-773-5500,0,1281,4,0,2020-07-25,32,140.33
420,Rachel,Garrett,Male,63,1961-04-27,smiththomas@hotmail.com,001-298-340-8636x88341,0,1641,5,1,2024-12-13,38,486.66
421,Larry,Dodson,Female,69,1956-01-06,jimmygarcia@berger.com,981-797-6406x5282,1,901,7,0,2023-11-11,26,387.98
422,Michael,Scott,Other,49,1975-10-22,morenojill@hotmail.com,889.942.1324x6860,0,407,8,0,2024-08-13,20,344.26
423,Jeffrey,Walker,Female,24,2000-07-09,sbishop@gmail.com,758-829-1040x70156,1,568,9,0,2024-02-13,1,375.2
424,Bryan,Beck,Male,63,1962-01-07,nicholswarren@walker.com,(501)552-1500x699,0,1285,3,1,2021-06-13,29,297.43
425,Joshua,Smith,Other,18,2006-03-20,kelleyalex@rodriguez.com,431.457.7370x940,1,365,8,1,2024-03-14,41,458.04
426,Jamie,Gray,Other,29,1996-02-02,jose27@boyd.com,+1-926-175-3926x893,0,1516,7,0,2022-08-30,6,467.49
427,Tiffany,Pierce,Male,34,1990-11-21,kimberly89@gmail.com,024.794.3888x3468,0,1788,5,1,2021-10-09,18,159.15
428,Ryan,King,Female,49,1975-08-20,maurice27@lester.com,4197719440,1,1102,1,0,2023-11-29,9,323.73
429,Brandi,Gonzalez,Male,68,1956-11-06,hmiller@yahoo.com,(217)390-5686x540,0,1428,4,0,2020-05-11,14,240.94
430,Mary,Allen,Male,70,1954-11-08,gilmorekelsey@gmail.com,(415)603-3122,0,501,1,0,2020-07-14,7,203.73
431,Tracy,Martinez,Female,39,1985-08-04,peterwaters@hotmail.com,+1-406-236-1505x885,1,1103,8,1,2020-01-19,38,450.65
432,Nancy,Jones,Female,45,1979-10-14,nharris@spencer-summers.com,001-327-523-8199,0,64,5,1,2020-10-01,10,476.34
433,Leah,Lee,Male,65,1959-05-24,snyderlauren@gmail.com,5799718052,1,1280,8,0,2020-01-31,25,120.88
434,Arthur,Ibarra,Other,57,1967-10-15,rosspaul@hotmail.com,695.977.7801x533,0,993,10,1,2024-05-13,26,429.14
435,Taylor,Walker,Male,48,1976-07-10,alawson@gmail.com,001-095-519-9105x9603,1,1331,3,0,2023-05-09,10,310.5
436,James,Jackson,Female,50,1974-02-28,angelahill@hotmail.com,817.662.7509,1,127,8,0,2023-04-09,16,419.05
437,Debra,Cantrell,Female,24,2000-08-09,snolan@hotmail.com,370-464-2312,1,1324,3,1,2024-05-03,4,256.17
438,Anthony,Scott,Other,20,2004-06-18,brownamanda@bray-harper.com,+1-872-431-2805x77292,0,1199,8,0,2023-04-23,1,362.73
439,Steve,Ryan,Male,42,1982-11-28,manningdaniel@munoz-miles.com,+1-852-953-5626x247,1,636,6,0,2021-06-06,46,263.65
440,Robert,Vasquez,Male,52,1972-05-02,katherineramirez@weaver.com,(433)205-0693,0,1749,6,1,2020-05-31,45,116.31
441,Willie,Wyatt,Other,25,2000-01-20,slewis@gmail.com,1162973455,1,374,7,1,2023-08-07,30,260.45
442,Allen,Contreras,Other,48,1976-09-09,uhoward@tucker.com,317-614-7910x37464,1,781,10,1,2022-10-31,20,412.5
443,Nicholas,Allen,Other,25,1999-05-02,cbrown@page.com,393.005.7189x15735,0,993,7,1,2023-10-27,25,175.76
444,Steven,Graham,Male,28,1996-08-10,vasquezvictoria@rodgers-williams.com,(695)467-9759,0,426,5,1,2021-04-23,25,398.06
445,Margaret,Edwards,Other,49,1975-11-16,rhoward@barnett-peterson.com,421-010-4710,0,1399,4,0,2023-03-04,1,410.17
446,Amy,Stanley,Female,30,1994-06-03,mboyle@gmail.com,752.458.5078x5394,0,127,9,1,2022-04-12,25,435.91
447,Joseph,Williams,Female,31,1993-04-21,karen09@hotmail.com,610-888-2035x275,1,7,5,1,2023-08-31,40,255.17
448,Amanda,Jones,Female,28,1996-05-28,ryan32@jones-nash.info,108-106-2356x6812,1,1658,8,0,2020-02-23,14,178.14
449,Fred,Cummings,Female,39,1985-10-30,fosborn@gmail.com,(765)476-2823,1,797,2,0,2023-05-21,6,300.41
450,Madison,Kelley,Male,35,1989-12-12,simschristopher@dixon.com,+1-836-025-4582,0,649,6,0,2021-10-28,13,425.54
451,Adam,Copeland,Male,51,1974-02-23,jose80@gmail.com,+1-376-518-6317x247,0,979,7,1,2021-08-19,35,461.17
452,Jonathan,Jensen,Male,22,2002-03-23,adam00@maldonado.info,491-692-4957x52172,1,185,4,0,2023-06-25,1,382.89
453,Scott,Wallace,Male,60,1965-01-09,jessica97@reese-stone.com,001-276-810-3014,1,1779,8,1,2020-04-02,13,414.25
454,David,Cabrera,Other,45,1979-07-11,clarksandra@yahoo.com,206-650-6924,1,125,6,0,2023-11-30,32,217.73
455,Aimee,Warren,Other,69,1955-11-16,stephanie27@trujillo.net,932-175-1722,0,491,10,0,2024-03-06,26,451.04
456,Billy,Bauer,Other,24,2001-01-09,armstrongkristen@vazquez-adams.net,(465)232-9580x1476,0,1188,8,0,2020-09-03,32,205.6
457,Thomas,Dorsey,Other,33,1991-07-12,taylortaylor@ruiz-sims.com,+1-856-283-6490x290,0,296,7,1,2023-01-11,8,159.24
458,Monica,Ramirez,Other,24,2000-11-05,jrose@mahoney.net,+1-845-537-6553x10502,1,1046,10,0,2020-03-27,39,26.74
459,Jeffery,Santos,Other,36,1988-05-20,yrobinson@gmail.com,(321)100-9500,0,1710,3,1,2022-03-17,4,114.82
460,Jesse,Hernandez,Other,40,1984-10-28,ronaldmclaughlin@hotmail.com,785.465.0728x685,1,1754,2,0,2022-07-30,10,12.36
461,Cory,Smith,Male,56,1968-07-04,richardjohnson@gmail.com,001-185-430-1812,1,1259,7,0,2023-08-06,43,330.87
462,Theresa,Holland,Male,41,1983-10-20,rgarcia@yahoo.com,300.452.4478x1528,0,1703,3,0,2023-12-26,37,11.96
463,Ethan,Oconnor,Female,43,1981-06-20,tyler33@hotmail.com,(892)412-8960x4133,1,39,10,1,2024-01-26,3,312.5
464,Ryan,Miller,Female,45,1979-06-08,jamessheri@yahoo.com,001-655-765-8300,0,775,3,1,2024-01-24,23,94.02
465,Lynn,Thompson,Male,34,1990-08-13,michael96@zhang.com,001-541-770-8258x164,0,185,5,0,2022-09-10,17,256.5
466,Jeffery,Anderson,Other,22,2002-03-14,nrussell@jones.net,001-511-782-9197x2277,0,862,9,0,2022-08-17,46,287.02
467,Derek,Mayer,Female,49,1975-03-03,brittneydickson@hotmail.com,999-229-6188x2914,1,1807,4,1,2023-10-11,29,133.96
468,Barbara,Dean,Female,38,1987-01-15,donaldwilliams@gmail.com,287.668.9374x04958,1,1516,3,0,2022-01-22,16,449.45
469,Crystal,Church,Male,55,1969-04-12,harrischristopher@yahoo.com,824-239-3186,1,1110,3,0,2023-09-23,8,387.47
470,Nicholas,Lozano,Other,67,1957-03-06,davisjulia@gmail.com,001-285-204-6600,1,468,8,0,2023-05-28,7,194.13
471,Jesse,Berger,Other,62,1962-11-22,zyoung@hotmail.com,6847266724,0,655,6,1,2024-06-15,34,421.17
472,Eugene,Long,Female,51,1974-02-03,qnavarro@fitzgerald.org,+1-341-082-6828x0442,0,1341,1,1,2020-05-08,4,44.13
473,Denise,Andrews,Female,56,1968-05-24,diane22@rios-shelton.com,+1-463-314-8151,0,1506,7,0,2023-05-18,19,393.29
474,John,Hess,Male,44,1980-11-07,rmunoz@gmail.com,+1-083-453-8595x23591,1,218,5,0,2023-02-07,19,354.17
475,Donna,Cruz,Male,50,1974-12-27,daniel35@gmail.com,869.458.2131x88512,1,286,2,0,2024-08-10,22,130.97
476,Rachel,Klein,Male,50,1974-11-22,michaelmorgan@gmail.com,(562)333-9525x390,1,600,1,0,2024-10-11,31,46.91
477,Tyler,Porter,Male,26,1998-08-01,rebecca98@yahoo.com,+1-692-511-6794x564,1,198,5,1,2022-10-15,38,345.11
478,Dawn,Edwards,Other,36,1988-10-01,sullivanmelissa@nguyen.com,676.366.0921,1,364,9,0,2021-02-01,18,216.16
479,Heidi,Smith,Male,19,2005-08-08,schmidttyler@gmail.com,106-970-7968,0,888,9,1,2020-07-27,4,308.03
480,Rachel,Cole,Other,59,1966-01-19,jennifer34@jones-fuentes.com,(277)991-2046,0,766,10,1,2022-09-14,10,153.71
481,Raymond,Robinson,Other,48,1977-01-06,csampson@villa.com,(100)295-6004,0,1442,5,1,2020-05-18,21,209.27
482,Amanda,Petty,Other,49,1975-12-14,joshuamartin@hayes-austin.com,870.414.9892,0,889,8,1,2024-05-20,33,420.24
483,Robert,King,Other,41,1983-07-23,fowlervictoria@yahoo.com,588-630-7973x607,1,1531,5,1,2021-06-23,49,491.4
484,Dawn,Griffin,Male,64,1960-03-31,frichards@gmail.com,001-979-262-0419x46805,1,1621,3,1,2022-10-14,23,400.5
485,Cheryl,Dominguez,Other,64,1960-11-22,mariahward@hotmail.com,954.955.0835x78186,1,1243,10,1,2020-01-12,47,178.56
486,James,Harris,Female,70,1955-02-15,sheltonandrew@hancock.com,001-036-540-0107x205,0,919,5,0,2021-08-12,47,137.29
487,Natasha,Diaz,Other,49,1975-07-30,kellyflores@allen.com,877-074-2948,1,1773,5,1,2022-10-11,41,40.25
488,Matthew,Thomas,Female,23,2001-07-12,nsmith@smith-reid.com,886.895.2250x76893,1,160,1,1,2024-09-06,48,210.74
489,Brittany,Hall,Other,70,1954-12-22,beckmarcus@perez-snyder.net,071-878-6189x23348,1,610,3,1,2023-03-23,1,5.01
490,Benjamin,Zamora,Male,22,2002-04-11,kevinbarry@hotmail.com,(476)473-1289,0,1260,4,0,2022-11-24,38,416.19
491,Jennifer,Carrillo,Female,38,1986-05-06,charles40@moore.com,+1-559-892-0916x318,0,935,1,1,2022-11-03,31,300.22
492,Susan,Richardson,Male,34,1990-04-29,lauramorales@gmail.com,370-267-3360,1,1293,1,0,2021-11-07,9,234.07
493,Nicole,Torres,Male,56,1968-09-17,lisamurphy@yahoo.com,471.112.7899x70968,0,1568,4,1,2023-05-19,29,228.88
494,Rebekah,Ryan,Male,36,1988-05-07,keithrussell@gmail.com,657.330.7304,0,1568,3,0,2020-03-29,10,251.03
495,Jasmine,Marquez,Other,30,1994-10-31,wolfdonald@wagner.org,430-355-4412,0,443,2,1,2022-10-28,17,460.72
496,Danielle,Perkins,Other,68,1956-10-26,clifford85@gmail.com,(596)879-4553,1,1270,1,0,2022-12-18,34,457.11
497,Dominic,Jones,Female,57,1967-06-18,christian23@yahoo.com,001-045-255-6910x03120,1,699,9,1,2022-03-10,48,443.63
498,Megan,Cross,Female,42,1982-12-20,hjohnson@hotmail.com,+1-909-066-7587x977,1,1320,5,1,2021-01-03,43,265.12
499,Melinda,Mccormick,Female,52,1972-10-02,nyoung@riley-davis.info,+1-562-056-7021x223,1,1375,1,1,2022-09-03,4,390.03
500,Cheryl,Wells,Male,18,2006-09-02,traviskelly@alvarez.biz,+1-621-883-6717,1,772,2,1,2022-04-22,28,221.07
501,Morgan,Rodriguez,Male,70,1954-07-28,joshualong@yahoo.com,(236)567-2427,1,1255,9,1,2021-03-15,7,97.06
502,Morgan,Weaver,Other,62,1962-10-01,karenmyers@gmail.com,0453305345,1,1595,10,1,2022-03-25,50,396.78
503,Alexandra,Simmons,Female,56,1968-07-11,laurachurch@stone.biz,177-247-2110x872,0,1552,9,0,2021-01-08,15,430.17
504,Brian,Castaneda,Male,19,2005-03-01,jonesmike@rose.com,347.124.6542x19751,0,826,5,1,2022-07-09,29,174.23
505,James,Sanchez,Male,45,1979-05-11,nicolebass@juarez.com,001-070-140-6116x2960,0,134,9,1,2024-11-25,15,210.7
506,Walter,Ho,Male,43,1981-08-02,alicia13@hotmail.com,407.199.1382,0,892,1,0,2024-09-05,32,298.35
507,Frederick,Walker,Female,47,1977-08-06,idecker@gmail.com,(361)028-3436x92700,1,1529,1,1,2022-03-10,48,80.58
508,William,Harris,Other,51,1973-07-03,keith45@sandoval.info,380-713-8444,1,803,7,0,2023-06-21,31,174.7
509,Katherine,Anderson,Male,37,1988-01-09,uphillips@west.org,047.456.8179,1,593,4,1,2023-11-19,25,252.29
510,Jennifer,Thompson,Male,26,1998-04-13,russellgabriel@brooks.com,001-345-036-9086,0,1551,1,0,2023-03-20,11,304.33
511,Jared,Li,Female,66,1958-05-01,jamesphillips@yahoo.com,8882894219,1,257,6,1,2025-02-04,17,231.62
512,Michael,Clark,Female,25,1999-03-18,barnesjaime@adams.com,2190332680,1,1739,2,0,2024-03-30,22,186.55
513,Jeffrey,Baker,Male,48,1976-12-17,rcox@yahoo.com,(722)443-2544,1,769,10,1,2020-09-30,5,104.89
514,Tony,Duke,Female,39,1985-07-03,morrowdavid@gmail.com,(281)265-0299x8303,0,635,6,0,2024-09-20,35,333.68
515,Dale,Schwartz,Other,32,1992-06-17,ufuentes@yahoo.com,(462)708-1751x5189,0,802,1,0,2021-05-14,33,475.18
516,Scott,Dyer,Female,29,1995-08-27,williamshayley@wagner.com,+1-131-322-7792x0634,1,131,10,0,2022-02-18,48,279.81
517,David,Ferguson,Male,70,1954-03-16,davidthomas@yahoo.com,(207)299-2339,1,1338,10,1,2021-10-16,21,496.17
518,Tonya,Miller,Female,35,1989-06-15,michelleboone@yahoo.com,466.798.5020,0,563,1,1,2021-03-28,46,462.98
519,Nancy,Osborne,Other,64,1960-11-20,thompsonchristopher@pennington.biz,210-485-1654x23376,0,887,5,0,2020-09-03,39,311.33
520,Mark,Brewer,Other,33,1991-06-05,bkennedy@barnes.org,3377264547,0,1648,2,1,2024-02-02,35,417.26
521,Danny,Lamb,Female,41,1983-12-07,theresaweiss@hotmail.com,(426)531-2241,0,369,6,0,2023-03-03,5,427.43
522,Nicole,Cannon,Other,27,1997-12-30,ojohnson@yahoo.com,(523)156-5845x60831,0,641,1,0,2024-01-05,10,257.0
523,Heidi,Thomas,Female,30,1994-06-21,ybenson@nelson-bryant.com,(699)821-3646x320,1,497,3,0,2023-03-19,37,66.53
524,Victor,Conrad,Female,50,1974-06-23,elizabeth32@olson.com,255.206.4258,0,347,9,0,2021-08-29,49,384.28
525,Scott,York,Male,30,1994-06-23,jasmine65@johns.com,8680839735,0,1359,6,1,2024-09-12,9,94.64
526,David,Morales,Male,34,1990-03-01,hvalentine@humphrey.net,515-875-5739x7169,1,86,2,1,2022-11-20,45,129.56
527,Elizabeth,Thomas,Other,26,1998-06-05,wilsonkelly@gmail.com,001-596-070-0922x3521,1,84,2,0,2021-03-13,4,405.72
528,Gary,Morales,Other,57,1967-10-13,grimesmegan@hotmail.com,001-105-456-0686x9153,1,683,5,1,2021-01-16,16,472.94
529,Jennifer,Barnett,Female,58,1966-05-26,vsoto@gmail.com,+1-751-934-7985x9762,1,615,3,1,2020-02-10,42,231.73
530,Brad,Clay,Male,68,1956-07-28,christianblack@mcbride.org,(161)135-5372x215,0,1575,5,1,2022-12-28,4,303.43
531,Melissa,Johnson,Other,31,1993-05-31,zwilson@yahoo.com,473-339-8556,1,1239,3,1,2021-06-03,44,135.84
532,Gina,Moss,Other,64,1960-02-29,bsandoval@haas.info,5051019551,0,211,9,1,2021-10-03,20,236.71
533,Beth,Smith,Female,52,1972-03-03,taylorholly@huff-reid.com,720.682.0784x838,1,1073,8,0,2024-05-15,8,467.46
534,Alexander,Cummings,Female,62,1962-04-26,morgankristin@campbell-johnson.com,466.764.6069x485,1,1677,4,1,2024-04-28,6,288.81
535,Pamela,Johnson,Other,44,1980-06-30,timothypearson@yahoo.com,001-147-623-1329x433,1,1140,1,0,2022-02-16,44,131.65
536,Katelyn,Malone,Other,19,2005-12-18,jackmccarty@yahoo.com,842.032.8732x3917,1,1067,3,0,2024-01-07,12,367.18
537,Stephanie,Taylor,Male,50,1975-02-05,jessicawilliams@phillips-adkins.biz,001-367-786-0827,1,783,7,0,2020-12-02,12,78.09
538,Alan,Rios,Other,27,1997-08-19,ihowell@gmail.com,845-928-7194x09071,0,16,9,1,2022-06-06,37,320.97
539,Andrew,Olson,Other,54,1970-08-21,thomasdonald@smith-hodge.com,+1-725-940-2614x682,0,188,9,0,2022-12-02,5,92.74
540,Justin,Nichols,Male,48,1976-11-05,yhall@miller-young.biz,814.221.6883,0,1362,10,1,2021-08-25,21,350.62
541,Raymond,Jones,Female,57,1967-11-04,anna87@hotmail.com,+1-837-017-2016x4496,1,1522,10,1,2023-10-23,8,50.3
542,Christina,Edwards,Male,60,1965-01-17,campbellcody@yahoo.com,(640)316-8931,0,44,8,1,2021-01-19,21,319.86
543,Jose,Steele,Female,50,1974-12-09,patrickkristopher@yahoo.com,894-456-6566x2299,1,1362,7,0,2023-05-09,15,96.27
544,Hector,Gonzalez,Other,63,1961-11-11,cortezdanielle@griffith.com,846-563-6664x985,1,38,6,0,2020-01-04,18,226.29
545,Wesley,Williams,Other,31,1993-08-08,halvarez@yahoo.com,378-574-6947x65058,1,307,8,0,2020-05-17,34,392.46
546,Nathaniel,Murillo,Female,41,1983-05-27,amber29@gilmore.info,(153)637-0984,0,495,3,0,2023-04-16,42,129.01
547,Olivia,Cook,Other,43,1981-06-01,oscarobrien@yahoo.com,(015)280-3186x4036,0,487,8,0,2020-07-01,47,274.6
548,Melissa,Davis,Other,49,1975-04-08,xthomas@anderson.com,268.202.5809,1,465,2,0,2020-07-27,37,133.08
549,Kim,Rodriguez,Female,50,1974-06-30,kimberly52@hotmail.com,+1-011-906-4681x12381,0,419,9,0,2023-03-12,35,162.49
550,Julie,Patterson,Male,64,1960-06-21,thomasholder@hotmail.com,001-112-828-1888x90376,1,987,7,1,2020-05-01,24,430.06
551,Anita,Lane,Female,24,2000-09-17,aaron58@gmail.com,(386)420-0355,0,412,10,1,2023-10-24,9,308.92
552,Harry,Christensen,Female,52,1972-03-03,porterconnor@hotmail.com,984.506.2454x236,0,1139,3,0,2024-03-25,50,170.97
553,Jeremy,Rivera,Other,36,1989-01-14,costajoseph@yahoo.com,703.176.6641,0,357,4,0,2021-06-07,28,383.82
554,James,Ellis,Female,28,1997-01-20,kjohnson@hotmail.com,857.019.8163,1,319,9,1,2021-08-10,5,402.16
555,Jessica,Parsons,Male,40,1984-04-06,wellsbrittany@rivera.net,634-367-3675x55528,1,587,8,0,2021-04-26,40,400.8
556,Annette,Carroll,Other,29,1996-01-22,stephaniesantos@cole.com,(579)567-3627,1,1371,4,1,2023-03-22,14,58.72
557,Daniel,Campbell,Other,69,1955-03-14,stephanie50@taylor.com,355-484-6695x3450,1,342,9,0,2020-07-12,26,277.78
558,Mallory,Gross,Other,24,2000-07-02,sanchezsarah@lawrence.com,362.495.3219,1,345,3,1,2022-06-24,14,438.46
559,Judith,Brown,Female,19,2005-06-15,xmosley@yahoo.com,351.521.2459,0,1689,3,0,2021-01-08,10,85.41
560,Kirk,Peterson,Other,49,1975-12-02,carmenguzman@bartlett.com,001-722-290-1799x97644,1,503,6,1,2020-01-17,31,125.91
561,Christopher,Harrison,Female,55,1970-02-23,jonathan85@yahoo.com,+1-843-404-4724x898,1,172,3,1,2023-04-27,34,86.74
562,Patricia,Hernandez,Male,37,1987-10-29,bergerjohn@hotmail.com,+1-083-293-9310x05848,0,1261,10,0,2023-04-26,36,425.71
563,Daniel,Macias,Female,56,1969-01-05,juan22@gmail.com,(234)978-6206x545,0,725,4,0,2021-03-13,30,441.51
564,Angela,Mason,Male,46,1978-08-10,marissa56@yahoo.com,001-552-984-9626x4751,1,107,8,0,2022-01-22,31,97.38
565,Deanna,Potter,Male,49,1975-06-02,trobertson@morse.com,(691)546-1882,1,1273,6,0,2023-12-20,45,173.57
566,Michelle,West,Female,60,1964-07-25,lopezcrystal@campbell.info,334.814.4246,0,1256,5,1,2021-09-29,36,199.03
567,Amanda,Shaffer,Female,57,1967-03-30,calhoungina@gmail.com,001-996-958-0573,1,950,7,1,2022-11-27,40,164.95
568,Connie,Mathis,Male,37,1987-10-23,kstrickland@yahoo.com,001-861-794-7359,1,389,6,0,2021-01-31,49,484.24
569,Luis,Lee,Male,33,1991-05-20,jensenmark@thomas-carter.com,(050)550-8432,1,983,10,0,2020-04-15,17,105.3
570,Joseph,Mann,Male,25,1999-06-14,george24@yahoo.com,5283258727,1,955,8,0,2020-07-09,20,372.98
571,Greg,White,Female,54,1970-05-02,charles36@contreras-hamilton.com,663-851-9180,0,1474,1,0,2024-05-02,6,76.39
572,Erin,Smith,Other,62,1962-08-16,carolyn39@jones.com,751.663.8991,0,1472,10,1,2021-06-22,42,429.74
573,John,Matthews,Female,49,1976-01-05,miguel79@hernandez-may.net,574-542-4462x4850,0,712,9,1,2021-04-26,7,175.34
574,Carrie,Dean,Other,29,1995-12-12,lindsey78@hotmail.com,7576589622,0,895,6,1,2023-11-19,38,357.41
575,Curtis,Avery,Female,38,1986-12-06,uhenderson@santiago.com,+1-583-477-5785x68117,1,1320,6,1,2020-10-31,36,489.13
576,John,Owens,Male,56,1969-01-10,sullivanjonathan@gmail.com,949.394.0025x21023,0,580,8,0,2023-10-27,20,161.53
577,Michael,Alvarez,Male,54,1970-10-08,manningcourtney@hotmail.com,(413)589-7295x24406,1,990,4,1,2022-01-09,44,167.82
578,Maria,Ward,Female,50,1974-04-25,christy77@gmail.com,+1-445-749-0475x91662,0,1746,1,1,2024-09-24,1,114.57
579,Roger,Forbes,Other,65,1960-01-20,patricia21@howard.com,001-771-372-2128x51234,0,190,9,0,2021-12-02,43,440.82
580,Joseph,Hunter,Male,30,1994-09-27,jeffpearson@hall.biz,675.828.6297,0,178,2,1,2024-04-01,2,72.02
581,Alexander,Hays,Male,65,1959-10-16,deannaandrews@yahoo.com,+1-436-237-6525x7947,1,963,9,0,2020-07-10,3,37.28
582,Gail,Osborne,Male,34,1990-08-18,rodneymorales@yahoo.com,001-144-600-2524x46176,0,1676,9,1,2024-01-28,49,430.94
583,Doris,Webb,Female,20,2004-03-20,jessicavincent@boyd-oconnell.com,(351)682-0032,1,1521,8,1,2020-02-28,50,159.82
584,Rhonda,Hart,Male,68,1956-04-28,yortiz@yahoo.com,310-800-9732,0,989,4,0,2023-09-14,49,245.3
585,Suzanne,Zamora,Male,24,2000-12-11,gabrielle70@hotmail.com,+1-522-022-0170x61959,1,796,1,0,2024-06-07,41,157.39
586,Mariah,Dunn,Female,36,1988-08-04,xfernandez@yahoo.com,001-869-059-2402x30677,1,862,10,0,2023-01-07,2,273.75
587,William,Anderson,Other,54,1970-12-13,castrowilliam@santiago.net,2214405554,0,1419,8,0,2021-01-11,8,25.59
588,James,Lucas,Female,62,1962-07-16,eddie40@mitchell.com,(416)321-7884,0,1561,2,0,2023-09-25,48,337.25
589,Erik,Marshall,Female,48,1976-06-12,barbaracoleman@burns-shaw.info,6685618900,1,1151,2,0,2020-04-15,1,107.29
590,Beth,Martinez,Female,43,1982-02-12,barrettdavid@whitaker.com,+1-194-296-3364x49371,1,1346,3,0,2022-06-19,44,386.34
591,Rhonda,Yang,Female,54,1970-11-30,desiree80@gmail.com,(817)656-9458x2246,1,1647,9,0,2024-06-30,2,98.31
592,Melissa,Gay,Male,41,1983-11-06,mckinneyrobert@chapman.com,410-722-8375,0,675,3,0,2021-11-07,40,423.49
593,Jeremy,Walker,Male,65,1959-04-22,jennifer53@salas-anderson.biz,(735)535-9987,1,460,1,0,2024-09-02,34,75.83
594,Maria,Mitchell,Female,57,1967-08-07,christine60@meza.com,001-124-672-5369x7787,1,3,6,1,2022-06-26,35,243.79
595,Eddie,Barrera,Female,62,1963-01-18,emartinez@castro-jackson.org,(602)557-4444x952,0,1481,7,0,2022-09-17,7,132.94
596,Michelle,Riggs,Female,57,1967-08-04,yknight@obrien-cole.com,581-909-1517,1,1157,3,1,2020-07-13,27,331.19
597,Kimberly,Fischer,Female,49,1975-11-09,theresa04@rios.info,566-828-8551,1,662,9,1,2022-01-23,44,199.2
598,Michael,Adams,Male,28,1997-02-09,davidmitchell@gonzalez-green.org,353.786.0519x573,1,1625,1,0,2023-03-08,2,334.09
599,Joshua,Williams,Male,57,1967-09-09,veronicalewis@yahoo.com,895-704-1607x5262,1,118,5,1,2025-01-15,36,61.77
600,Laura,Salinas,Female,27,1998-02-14,donna25@vasquez-schultz.org,(688)561-1140,0,355,8,0,2023-07-26,20,46.51
601,Amy,Moore,Male,42,1982-08-28,michael13@yahoo.com,052.567.0914,1,933,2,0,2021-10-27,6,51.44
602,Tammy,Campbell,Other,24,2000-03-09,william85@molina.biz,227.687.1297x494,1,1279,5,1,2021-08-02,37,243.65
603,Natalie,Hansen,Other,23,2001-05-28,martinlam@peters-smith.com,001-920-479-1365x67100,0,308,2,1,2025-01-12,19,189.4
604,Lindsey,Gross,Other,30,1994-04-20,oclark@merritt-flowers.com,001-753-931-4283x67696,0,1203,9,1,2022-08-30,16,100.14
605,Jason,Bell,Female,49,1975-11-22,brownrhonda@hotmail.com,531.217.5685x6523,1,1408,7,1,2022-02-17,14,78.18
606,Michael,Love,Male,50,1974-08-13,samanthathompson@russell-foley.com,099-483-9505x032,1,1224,9,1,2022-11-27,32,33.17
607,Jose,Sanford,Other,22,2003-01-09,tjones@bishop.com,395-470-5295x0124,1,735,6,0,2022-12-30,28,33.37
608,Laurie,Reyes,Other,62,1962-12-10,donaldbarber@clark-torres.com,(926)624-1659x54149,1,1079,8,1,2022-10-29,21,14.79
609,Janet,Clark,Female,62,1962-12-03,rdavis@yahoo.com,288.607.4960x04902,1,8,5,1,2024-03-31,6,313.78
610,Brenda,Martinez,Male,23,2002-02-20,brittanyclark@hotmail.com,122.221.8547x096,1,1809,4,1,2023-02-06,46,491.98
611,Ellen,Franco,Other,55,1969-10-31,campbelldeborah@hotmail.com,014.728.0598,0,1338,9,1,2022-02-19,10,339.0
612,Jennifer,Dunlap,Male,50,1974-11-07,emartin@miller.com,565-386-3839,0,1428,4,1,2021-02-13,33,241.47
613,Christopher,Le,Female,29,1995-02-27,gregoryjohnson@hotmail.com,005.405.3881,0,467,1,0,2020-02-19,18,8.38
614,Alexis,Rodriguez,Male,35,1990-01-24,leesmith@gmail.com,782.322.4746,1,1214,9,1,2021-07-18,4,411.5
615,Madison,Short,Other,50,1974-12-21,alvarezlinda@gmail.com,001-802-803-5925x1989,1,141,2,1,2024-01-20,5,48.04
616,Jane,Berry,Male,69,1955-03-15,katiesweeney@gmail.com,001-666-046-5551x616,1,1408,4,0,2023-01-09,48,96.6
617,Brian,Brown,Female,45,1979-08-16,jenniferevans@taylor.com,001-383-282-2954x39033,0,550,8,1,2021-08-03,1,277.71
618,Deanna,Morton,Female,18,2006-10-06,sharonmoore@hotmail.com,2086876398,0,511,3,0,2020-04-02,31,170.4
619,Alexander,Henry,Other,30,1994-10-07,yjohnson@oliver-martin.com,(655)374-7652x4082,1,759,1,0,2022-07-28,48,11.59
620,Todd,Palmer,Other,70,1954-12-07,brewerlisa@hotmail.com,854.045.7324,0,1627,9,1,2023-12-20,33,142.15
621,Robert,Kelly,Female,50,1974-05-05,shanerodriguez@lopez.com,001-067-008-1715x666,0,1624,3,1,2021-06-06,8,377.54
622,Michele,Yu,Female,70,1955-01-28,chris22@yahoo.com,+1-577-326-4843,0,1173,4,0,2024-06-21,37,401.79
623,Dawn,Frederick,Male,33,1991-08-03,ramirezdebra@gmail.com,9334721463,0,820,9,0,2023-08-23,45,448.22
624,Amanda,Hood,Other,52,1972-08-17,nblanchard@yahoo.com,529-168-2495x2151,1,739,5,1,2020-02-06,34,356.32
