,invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date,payment_id,payment_method,card_type,Unnamed: 3,shopping_mall,city,province_state,country,first_name,last_name,gender,age,dob,email,phone_number,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value
3712,103712,Body Care and Hygiene,Deodorant,3,8.34,27,149,2021-12-21,2,Credit Card - MasterCard,MasterCard,,Oakbrook Center,Oak Brook,Illinois,US,Kathy,Moore,Other,31.0,1993-05-04,wattsalexander@williams.com,584.099.4991x577,1.0,1291.0,7.0,0.0,2022-10-26,50.0,280.97
3713,103713,Skin Care,Face Wash,2,71.87,30,248,2023-04-21,8,BNPL (Buy Now, Pay Later),,Westfield San Francisco Centre,San Francisco,California,US,Thomas,Mason,Male,26.0,1998-06-23,deanperez@hotmail.com,001-199-695-1513,1.0,247.0,10.0,0.0,2020-09-15,6.0,333.41
3714,103714,Hair Care,Hair Oil,1,20.91,60,62,2021-01-24,4,Debit Card - Visa,Visa,,Stonebriar Centre,Frisco,Texas,US,Cheryl,Whitney,Other,24.0,2000-08-01,jmatthews@cox.biz,(799)057-1988x58463,0.0,984.0,9.0,1.0,2023-09-20,21.0,18.73
3715,103715,Hair Care,Conditioner,1,35.76,29,235,2023-09-18,3,Credit Card - AMEX,AMEX,,The Mall at Millenia,Orlando,Florida,US,Bradley,Hernandez,Other,31.0,1993-09-11,daniellestewart@bennett.biz,(336)766-0447,1.0,566.0,3.0,1.0,2023-05-31,14.0,497.84
3716,103716,Skin Care,Moisturizer,1,10.66,13,798,2023-03-20,10,Google Pay,,,The Grove,Los Angeles,California,US,Stephen,Jimenez,Male,46.0,1978-12-19,wisekendra@leblanc-black.net,(963)566-2037x14409,1.0,721.0,1.0,1.0,2021-11-15,11.0,112.01
3717,103717,Skin Care,Lip Balm,4,10.82,1,185,2023-11-30,7,Cash,,,Mall of America,Bloomington,Minnesota,US,Nicholas,Johnston,Female,20.0,2004-08-24,matthewperry@yahoo.com,+1-405-386-9845x678,1.0,1689.0,9.0,0.0,2020-11-27,31.0,372.29
3718,103718,Hair Care,Hair Oil,1,13.82,19,400,2020-10-21,4,Debit Card - Visa,Visa,,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Robert,Simmons,Female,50.0,1974-10-29,cheryldavis@yahoo.com,(173)177-9351,1.0,291.0,3.0,0.0,2024-02-13,46.0,132.3
3719,103719,Skin Care,Face Wash,2,45.67,25,426,2024-06-11,2,Credit Card - MasterCard,MasterCard,,Lenox Square,Atlanta,Georgia,US,Jamie,Gray,Other,29.0,1996-02-02,jose27@boyd.com,+1-926-175-3926x893,0.0,1516.0,7.0,0.0,2022-08-30,6.0,467.49
3720,103720,Body Care and Hygiene,Deodorant,1,11.45,1,880,2023-06-25,1,Credit Card - Visa,Visa,,Mall of America,Bloomington,Minnesota,US,David,Richardson,Other,69.0,1955-12-10,vlambert@richardson.biz,1939976619,0.0,1092.0,7.0,0.0,2022-12-10,30.0,277.61
3721,103721,Oral Care,Mouthwash,2,16.99,60,701,2023-09-20,9,Apple Pay,,,Stonebriar Centre,Frisco,Texas,US,Stefanie,Jones,Male,34.0,1990-09-17,wharris@gmail.com,+1-758-998-5212,1.0,703.0,9.0,0.0,2024-05-23,41.0,389.21
3722,103722,Hair Care,Hair Oil,3,45.54,24,191,2023-01-12,10,Google Pay,,,The Dubai Mall,Dubai,Dubai,UAE,Monica,Chandler,Female,57.0,1968-02-23,tstevens@hotmail.com,+1-796-688-3539x3445,0.0,1601.0,8.0,0.0,2022-11-03,3.0,292.57
3723,103723,Oral Care,Toothpaste,3,11.45,9,848,2024-10-01,1,Credit Card - Visa,Visa,,Bullring & Grand Central,Birmingham,West Midlands,UK,Evan,Ellis,Female,67.0,1957-09-25,crystalbarnes@hotmail.com,(615)982-3512,1.0,354.0,6.0,0.0,2021-02-11,10.0,108.4
3724,103724,Body Care and Hygiene,Hand Sanitizer,2,3.63,2,736,2020-03-10,1,Credit Card - Visa,Visa,,The Galleria,Houston,Texas,US,Kyle,Wheeler,Other,50.0,1974-03-14,donnagregory@taylor-tanner.com,001-238-134-0403x639,0.0,921.0,3.0,0.0,2020-01-21,33.0,140.03
3725,103725,Oral Care,Toothpaste,2,18.12,2,284,2024-09-18,10,Google Pay,,,The Galleria,Houston,Texas,US,Brandon,Estrada,Female,50.0,1975-02-07,debrahill@gmail.com,610.205.2745x1136,1.0,902.0,6.0,0.0,2020-04-20,15.0,294.99
3726,103726,Oral Care,Toothpaste,1,7.47,12,860,2020-11-02,8,BNPL (Buy Now, Pay Later),,Metrocentre,Gateshead,Tyne and Wear,UK,Lisa,Ali,Other,31.0,1993-05-19,vcervantes@gmail.com,945-009-7323,0.0,664.0,7.0,0.0,2020-08-09,20.0,466.86
3727,103727,Body Care and Hygiene,Deodorant,2,13.78,60,154,2023-02-08,5,Debit Card - MasterCard,MasterCard,,Stonebriar Centre,Frisco,Texas,US,Jesse,Bowen,Other,57.0,1967-09-19,danielcarroll@hotmail.com,360-634-0510x74754,1.0,1766.0,1.0,1.0,2024-01-05,14.0,381.9
3728,103728,Hair Care,Shampoo,2,40.37,27,338,2020-09-24,10,Google Pay,,,Oakbrook Center,Oak Brook,Illinois,US,Krystal,Travis,Female,29.0,1995-08-11,trobbins@medina.com,076-760-4717,0.0,656.0,5.0,1.0,2022-07-19,11.0,240.68
3729,103729,Oral Care,Toothpaste,2,8.32,59,561,2022-08-11,8,BNPL (Buy Now, Pay Later),,The Streets at Southpoint,Durham,North Carolina,US,Christopher,Harrison,Female,55.0,1970-02-23,jonathan85@yahoo.com,+1-843-404-4724x898,1.0,172.0,3.0,1.0,2023-04-27,34.0,86.74
3730,103730,Hair Care,Shampoo,4,48.22,39,468,2024-05-11,10,Google Pay,,,Scottsdale Fashion Square,Scottsdale,Arizona,US,Barbara,Dean,Female,38.0,1987-01-15,donaldwilliams@gmail.com,287.668.9374x04958,1.0,1516.0,3.0,0.0,2022-01-22,16.0,449.45
3731,103731,Skin Care,Face Wash,3,32.53,26,140,2021-07-14,5,Debit Card - MasterCard,MasterCard,,Easton Town Center,Columbus,Ohio,US,Charles,Davis,Female,30.0,1994-12-18,wgordon@gmail.com,254.199.1901x42107,0.0,108.0,2.0,0.0,2023-10-15,3.0,139.78
3732,103732,Oral Care,Toothpaste,3,2.77,4,856,2024-06-06,5,Debit Card - MasterCard,MasterCard,,Trafford Centre,Manchester,England,UK,Karen,Powell,Other,27.0,1997-04-13,christophercole@gmail.com,2964962017,0.0,420.0,10.0,1.0,2020-03-22,22.0,447.86
3733,103733,Body Care and Hygiene,Hand Sanitizer,3,7.34,52,16,2021-02-02,6,PayPal,,,Pheasant Lane Mall,Nashua,New Hampshire,US,Mark,Molina,Other,31.0,1993-03-08,jeremy13@hotmail.com,+1-295-239-2927x030,1.0,1771.0,7.0,0.0,2024-07-31,39.0,142.67
3734,103734,Oral Care,Mouthwash,1,13.91,38,659,2022-02-15,4,Debit Card - Visa,Visa,,The Shops at La Cantera,San Antonio,Texas,US,Tiffany,Jackson,Male,46.0,1979-01-18,crystal11@wilson-steele.com,8691886527,0.0,1777.0,10.0,1.0,2023-07-27,12.0,372.8
3735,103735,Oral Care,Toothpaste,4,8.24,56,408,2020-04-06,8,BNPL (Buy Now, Pay Later),,The Mall in Columbia,Columbia,Maryland,US,Tina,Schultz,Other,63.0,1961-12-07,eolson@hotmail.com,690.285.5465x6076,1.0,1063.0,8.0,0.0,2024-11-17,21.0,310.87
3736,103736,Body Care and Hygiene,Deodorant,4,7.64,49,965,2022-04-09,9,Apple Pay,,,NorthPark Center,Dallas,Texas,US,Maria,Wong,Male,63.0,1961-12-04,justinanthony@melton.com,154.432.9958x312,1.0,1776.0,8.0,0.0,2020-03-15,45.0,319.95
3737,103737,Body Care and Hygiene,Hand Sanitizer,2,10.63,15,644,2021-03-17,3,Credit Card - AMEX,AMEX,,Meadowhall,Sheffield,South Yorkshire,UK,Rachel,Castillo,Other,36.0,1989-01-25,william44@gmail.com,958.095.2033,1.0,44.0,6.0,1.0,2023-10-27,27.0,32.16
3738,103738,Body Care and Hygiene,Deodorant,4,12.34,20,651,2021-04-07,2,Credit Card - MasterCard,MasterCard,,The Trafford Centre,Manchester,Greater Manchester,UK,Jesus,Wong,Female,51.0,1973-04-09,qlopez@gmail.com,979.450.6730,1.0,208.0,5.0,1.0,2023-09-06,43.0,91.09
3739,103739,Oral Care,Mouthwash,3,14.89,29,685,2021-02-17,8,BNPL (Buy Now, Pay Later),,The Mall at Millenia,Orlando,Florida,US,Dana,Hooper,Female,65.0,1959-06-19,michael85@holt.biz,852-763-6401,1.0,107.0,8.0,0.0,2023-01-06,25.0,20.12
3740,103740,Oral Care,Mouthwash,1,5.36,56,373,2024-01-28,4,Debit Card - Visa,Visa,,The Mall in Columbia,Columbia,Maryland,US,Stephanie,Rodriguez,Female,36.0,1988-04-23,marcus41@gmail.com,001-575-707-8461x820,0.0,1746.0,4.0,0.0,2022-05-12,1.0,491.12
3741,103741,Hair Care,Hair Oil,2,48.93,26,660,2021-08-18,6,PayPal,,,Easton Town Center,Columbus,Ohio,US,Jessica,Carter,Male,31.0,1993-11-16,justinhawkins@gmail.com,001-373-374-0761x302,0.0,874.0,3.0,0.0,2022-01-16,23.0,17.37
3742,103742,Hair Care,Hair Oil,4,42.95,35,877,2024-05-18,3,Credit Card - AMEX,AMEX,,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Heather,Guzman,Female,67.0,1957-11-13,danielle80@yahoo.com,9017094262,1.0,1062.0,4.0,1.0,2022-03-11,27.0,356.16
3743,103743,Body Care and Hygiene,Body Lotion,4,8.5,41,848,2022-07-01,1,Credit Card - Visa,Visa,,Stanford Shopping Center,Palo Alto,California,US,Evan,Ellis,Female,67.0,1957-09-25,crystalbarnes@hotmail.com,(615)982-3512,1.0,354.0,6.0,0.0,2021-02-11,10.0,108.4
3744,103744,Skin Care,Sunscreen,4,77.5,52,804,2020-12-21,3,Credit Card - AMEX,AMEX,,Pheasant Lane Mall,Nashua,New Hampshire,US,Katherine,Freeman,Male,51.0,1974-02-14,david70@smith.com,497-986-4520x916,1.0,1533.0,6.0,0.0,2020-01-05,9.0,52.72
3745,103745,Skin Care,Sunscreen,1,95.65,45,934,2022-09-15,8,BNPL (Buy Now, Pay Later),,Westfield Annapolis,Annapolis,Maryland,US,Peter,Davis,Male,41.0,1983-06-18,shelbyaguilar@smith.com,(449)176-9506x3913,0.0,600.0,6.0,1.0,2021-08-03,21.0,326.6
3746,103746,Hair Care,Shampoo,1,15.65,9,621,2020-02-17,3,Credit Card - AMEX,AMEX,,Bullring & Grand Central,Birmingham,West Midlands,UK,Robert,Kelly,Female,50.0,1974-05-05,shanerodriguez@lopez.com,001-067-008-1715x666,0.0,1624.0,3.0,1.0,2021-06-06,8.0,377.54
3747,103747,Hair Care,Conditioner,4,37.47,52,983,2020-01-25,8,BNPL (Buy Now, Pay Later),,Pheasant Lane Mall,Nashua,New Hampshire,US,Joshua,Thomas,Female,59.0,1965-05-15,smartin@hotmail.com,(145)009-6285,0.0,807.0,3.0,1.0,2022-02-15,28.0,21.53
3748,103748,Body Care and Hygiene,Hand Sanitizer,2,13.92,52,970,2022-05-12,8,BNPL (Buy Now, Pay Later),,Pheasant Lane Mall,Nashua,New Hampshire,US,Victoria,Farmer,Female,54.0,1971-01-20,gillespieadrian@hotmail.com,811-955-6783x2592,0.0,1630.0,3.0,0.0,2024-01-08,36.0,336.13
3749,103749,Oral Care,Toothpaste,3,8.7,19,43,2021-04-19,1,Credit Card - Visa,Visa,,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Christopher,Nicholson,Other,20.0,2004-06-06,copelandsamantha@hotmail.com,1918454796,1.0,1412.0,1.0,0.0,2020-11-11,18.0,280.75
3750,103750,Body Care and Hygiene,Deodorant,1,14.21,5,244,2025-01-11,7,Cash,,,King of Prussia Mall,Philadelphia,Pennsylvania,US,Shane,Morris,Male,52.0,1972-08-30,adam83@yahoo.com,001-369-535-6015,1.0,988.0,5.0,1.0,2023-01-11,30.0,111.36
3751,103751,Oral Care,Mouthwash,3,6.21,16,293,2020-05-30,10,Google Pay,,,The Oracle,Reading,Berkshire,UK,Don,Williams,Other,64.0,1960-08-04,michael82@johnson.net,(748)296-9120,1.0,1543.0,10.0,1.0,2023-11-19,7.0,195.2
3752,103752,Skin Care,Face Wash,2,32.19,36,380,2023-08-18,4,Debit Card - Visa,Visa,,The Mall at Short Hills,Short Hills,New Jersey,US,Anne,Saunders,Female,59.0,1965-05-06,gilesashley@schmidt.com,6891808339,0.0,1271.0,4.0,1.0,2022-11-01,24.0,360.1
3753,103753,Hair Care,Conditioner,1,9.84,44,927,2020-11-25,9,Apple Pay,,,The Florida Mall,Orlando,Florida,US,Nathan,Young,Female,21.0,2003-09-05,vsmith@bishop.biz,408-713-0742x8371,1.0,485.0,8.0,0.0,2024-06-16,50.0,306.37
3754,103754,Skin Care,Lip Balm,3,74.82,32,651,2023-04-24,9,Apple Pay,,,International Plaza and Bay Street,Tampa,Florida,US,Jesus,Wong,Female,51.0,1973-04-09,qlopez@gmail.com,979.450.6730,1.0,208.0,5.0,1.0,2023-09-06,43.0,91.09
3755,103755,Body Care and Hygiene,Body Lotion,2,17.6,52,604,2021-01-15,6,PayPal,,,Pheasant Lane Mall,Nashua,New Hampshire,US,Lindsey,Gross,Other,30.0,1994-04-20,oclark@merritt-flowers.com,001-753-931-4283x67696,0.0,1203.0,9.0,1.0,2022-08-30,16.0,100.14
3756,103756,Skin Care,Face Wash,3,81.95,37,325,2022-01-20,7,Cash,,,Bloor-Yorkville,Toronto,Ontario,Canada,Jean,Clark,Other,34.0,1990-11-17,uhumphrey@johnson-randall.biz,001-280-983-9611x5424,1.0,1306.0,9.0,0.0,2024-07-30,24.0,225.69
3757,103757,Hair Care,Hair Oil,3,29.62,16,568,2020-11-19,6,PayPal,,,The Oracle,Reading,Berkshire,UK,Connie,Mathis,Male,37.0,1987-10-23,kstrickland@yahoo.com,001-861-794-7359,1.0,389.0,6.0,0.0,2021-01-31,49.0,484.24
3758,103758,Skin Care,Moisturizer,2,40.19,27,104,2020-12-27,3,Credit Card - AMEX,AMEX,,Oakbrook Center,Oak Brook,Illinois,US,Stephen,Nichols,Female,26.0,1998-06-18,pjohnson@gmail.com,842-077-2340x30668,1.0,852.0,5.0,1.0,2023-10-24,47.0,108.89
3759,103759,Skin Care,Sunscreen,1,64.91,58,607,2022-08-20,4,Debit Card - Visa,Visa,,Town Center at Boca Raton,Boca Raton,Florida,US,Jose,Sanford,Other,22.0,2003-01-09,tjones@bishop.com,395-470-5295x0124,1.0,735.0,6.0,0.0,2022-12-30,28.0,33.37
3760,103760,Skin Care,Lip Balm,3,95.84,53,806,2023-03-04,3,Credit Card - AMEX,AMEX,,SouthPark,Charlotte,North Carolina,US,Chelsea,Klein,Female,24.0,2000-06-02,marcus80@hotmail.com,+1-698-784-9756x058,1.0,1807.0,5.0,0.0,2023-10-12,25.0,139.6
3761,103761,Skin Care,Lip Balm,1,44.08,23,938,2024-04-20,3,Credit Card - AMEX,AMEX,,Palisades Center,West Nyack,New York,US,Angela,Wolf,Male,30.0,1995-01-18,nicholasclark@flowers.net,(363)377-7602,1.0,1494.0,1.0,0.0,2020-01-19,30.0,52.4
3762,103762,Body Care and Hygiene,Deodorant,2,22.34,17,406,2021-04-11,9,Apple Pay,,,Lakeside Shopping Centre,Thurrock,Essex,UK,Ronald,Lewis,Other,45.0,1979-09-21,sandrabowman@gmail.com,001-020-797-7271x6269,1.0,1312.0,5.0,0.0,2021-03-12,48.0,38.8
3763,103763,Body Care and Hygiene,Hand Sanitizer,1,19.62,59,430,2024-02-25,2,Credit Card - MasterCard,MasterCard,,The Streets at Southpoint,Durham,North Carolina,US,Mary,Allen,Male,70.0,1954-11-08,gilmorekelsey@gmail.com,(415)603-3122,0.0,501.0,1.0,0.0,2020-07-14,7.0,203.73
3764,103764,Skin Care,Sunscreen,2,74.68,18,618,2020-07-07,9,Apple Pay,,,Arndale Centre,Manchester,Greater Manchester,UK,Deanna,Morton,Female,18.0,2006-10-06,sharonmoore@hotmail.com,2086876398,0.0,511.0,3.0,0.0,2020-04-02,31.0,170.4
3765,103765,Hair Care,Shampoo,1,19.7,38,267,2023-01-12,4,Debit Card - Visa,Visa,,The Shops at La Cantera,San Antonio,Texas,US,James,Phelps,Other,46.0,1978-12-04,urussell@yahoo.com,805-271-3695,0.0,114.0,5.0,0.0,2020-01-01,17.0,460.49
3766,103766,Oral Care,Mouthwash,3,9.41,10,53,2024-08-20,5,Debit Card - MasterCard,MasterCard,,South Coast Plaza,Costa Mesa,California,US,Robert,Smith,Male,70.0,1954-05-14,roserita@gmail.com,062.470.0881,0.0,253.0,5.0,0.0,2020-11-09,47.0,164.12
3767,103767,Oral Care,Mouthwash,3,18.31,46,507,2021-07-09,6,PayPal,,,Park Meadows,Lone Tree,Colorado,US,Frederick,Walker,Female,47.0,1977-08-06,idecker@gmail.com,(361)028-3436x92700,1.0,1529.0,1.0,1.0,2022-03-10,48.0,80.58
3768,103768,Hair Care,Hair Oil,4,46.86,50,762,2021-01-08,8,BNPL (Buy Now, Pay Later),,The Summit,Birmingham,Alabama,US,Maria,Monroe,Other,37.0,1987-09-13,chloe25@martinez.com,+1-303-366-3672x4550,0.0,602.0,2.0,1.0,2023-02-02,6.0,483.36
3769,103769,Oral Care,Mouthwash,2,3.4,40,988,2024-06-01,9,Apple Pay,,,Perimeter Mall,Atlanta,Georgia,US,Sarah,Kennedy,Male,34.0,1990-10-31,benjaminhill@yahoo.com,001-222-636-9786x5770,1.0,22.0,5.0,0.0,2022-07-03,5.0,126.66
3770,103770,Hair Care,Shampoo,3,18.83,49,268,2024-06-29,4,Debit Card - Visa,Visa,,NorthPark Center,Dallas,Texas,US,Wesley,Rice,Female,33.0,1991-12-22,wupaul@yahoo.com,364-869-9690,1.0,1819.0,7.0,1.0,2024-03-29,22.0,253.78
3771,103771,Skin Care,Sunscreen,2,69.88,17,910,2020-09-25,3,Credit Card - AMEX,AMEX,,Lakeside Shopping Centre,Thurrock,Essex,UK,Christopher,Martin,Female,26.0,1998-08-06,donnabeasley@cox-lynn.com,+1-261-750-6944,0.0,1642.0,9.0,1.0,2020-08-30,9.0,268.84
3772,103772,Hair Care,Shampoo,3,34.22,24,880,2024-11-04,4,Debit Card - Visa,Visa,,The Dubai Mall,Dubai,Dubai,UAE,David,Richardson,Other,69.0,1955-12-10,vlambert@richardson.biz,1939976619,0.0,1092.0,7.0,0.0,2022-12-10,30.0,277.61
3773,103773,Oral Care,Toothpaste,1,3.58,32,33,2020-11-21,5,Debit Card - MasterCard,MasterCard,,International Plaza and Bay Street,Tampa,Florida,US,Erica,Huang,Male,24.0,2000-05-08,cthompson@black.com,001-929-421-6702x21193,0.0,409.0,5.0,1.0,2021-06-07,28.0,117.62
3774,103774,Oral Care,Mouthwash,3,3.26,11,619,2023-05-01,4,Debit Card - Visa,Visa,,Roosevelt Field,Garden City,New York,US,Alexander,Henry,Other,30.0,1994-10-07,yjohnson@oliver-martin.com,(655)374-7652x4082,1.0,759.0,1.0,0.0,2022-07-28,48.0,11.59
3775,103775,Hair Care,Conditioner,4,33.01,60,44,2023-04-11,8,BNPL (Buy Now, Pay Later),,Stonebriar Centre,Frisco,Texas,US,Michelle,Ruiz,Male,40.0,1984-03-10,vkidd@kramer-zuniga.com,690.943.6546x6948,1.0,503.0,5.0,1.0,2021-01-22,6.0,402.05
3776,103776,Oral Care,Mouthwash,4,6.16,20,838,2021-03-20,4,Debit Card - Visa,Visa,,The Trafford Centre,Manchester,Greater Manchester,UK,Michael,Stark,Other,42.0,1982-09-13,lmills@snyder.org,001-241-767-3153x8992,1.0,684.0,8.0,0.0,2020-06-04,20.0,218.84
3777,103777,Oral Care,Mouthwash,4,18.15,19,926,2024-02-07,8,BNPL (Buy Now, Pay Later),,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Kimberly,Townsend,Male,28.0,1996-04-29,xbell@yahoo.com,268.736.4318,0.0,6.0,9.0,1.0,2023-10-11,12.0,252.94
3778,103778,Skin Care,Lip Balm,2,72.23,20,653,2024-07-03,3,Credit Card - AMEX,AMEX,,The Trafford Centre,Manchester,Greater Manchester,UK,Benjamin,Khan,Other,63.0,1961-06-27,michaelanderson@walker.com,(644)168-3523x021,1.0,579.0,4.0,1.0,2023-03-17,49.0,349.72
3779,103779,Oral Care,Toothpaste,4,2.22,16,733,2020-07-17,7,Cash,,,The Oracle,Reading,Berkshire,UK,Donna,Dennis,Female,68.0,1956-08-29,ramirezann@wade.com,(412)321-7317x9327,0.0,849.0,2.0,0.0,2023-08-24,36.0,208.12
3780,103780,Body Care and Hygiene,Body Lotion,1,24.06,39,903,2024-03-30,6,PayPal,,,Scottsdale Fashion Square,Scottsdale,Arizona,US,Dale,Jackson,Female,28.0,1996-10-11,ellisrachael@turner.net,001-965-768-5125,1.0,1252.0,9.0,1.0,2020-08-15,40.0,22.68
3781,103781,Skin Care,Sunscreen,1,84.51,25,595,2021-04-03,8,BNPL (Buy Now, Pay Later),,Lenox Square,Atlanta,Georgia,US,Eddie,Barrera,Female,62.0,1963-01-18,emartinez@castro-jackson.org,(602)557-4444x952,0.0,1481.0,7.0,0.0,2022-09-17,7.0,132.94
3782,103782,Skin Care,Sunscreen,2,63.52,36,664,2022-02-20,3,Credit Card - AMEX,AMEX,,The Mall at Short Hills,Short Hills,New Jersey,US,Henry,Hodges,Other,25.0,1999-08-09,stephaniefisher@orozco-hudson.com,(811)638-4419x450,0.0,1019.0,3.0,0.0,2023-06-04,2.0,170.49
3783,103783,Body Care and Hygiene,Hand Sanitizer,1,23.07,15,457,2020-04-16,7,Cash,,,Meadowhall,Sheffield,South Yorkshire,UK,Thomas,Dorsey,Other,33.0,1991-07-12,taylortaylor@ruiz-sims.com,+1-856-283-6490x290,0.0,296.0,7.0,1.0,2023-01-11,8.0,159.24
3784,103784,Skin Care,Moisturizer,1,61.45,28,47,2023-05-09,9,Apple Pay,,,Dolphin Mall,Miami,Florida,US,Wendy,Wong,Other,62.0,1962-07-15,mjimenez@hotmail.com,879-890-6768x702,1.0,222.0,10.0,1.0,2020-03-11,4.0,201.16
3785,103785,Skin Care,Moisturizer,1,45.42,11,320,2021-10-08,1,Credit Card - Visa,Visa,,Roosevelt Field,Garden City,New York,US,Douglas,Mcdowell,Female,69.0,1956-01-01,sowen@estrada.com,254-278-1467x177,0.0,885.0,5.0,0.0,2025-01-09,27.0,387.42
3786,103786,Hair Care,Shampoo,2,45.0,17,135,2020-03-09,2,Credit Card - MasterCard,MasterCard,,Lakeside Shopping Centre,Thurrock,Essex,UK,Cindy,Johnson,Male,63.0,1961-05-06,virginiabates@miller.biz,7488059835,0.0,233.0,8.0,0.0,2021-09-19,47.0,284.08
3787,103787,Hair Care,Conditioner,4,18.93,34,213,2021-12-25,8,BNPL (Buy Now, Pay Later),,The Shops at Columbus Circle,New York,New York,US,Cassandra,Wilson,Male,18.0,2006-07-21,amanda90@hurley-gibson.com,424.103.0076,1.0,1086.0,4.0,1.0,2021-05-23,44.0,204.1
3788,103788,Oral Care,Toothpaste,2,7.68,14,498,2021-01-04,3,Credit Card - AMEX,AMEX,,Westfield Stratford City,London,England,UK,Megan,Cross,Female,42.0,1982-12-20,hjohnson@hotmail.com,+1-909-066-7587x977,1.0,1320.0,5.0,1.0,2021-01-03,43.0,265.12
3789,103789,Hair Care,Shampoo,1,36.38,47,31,2020-12-24,9,Apple Pay,,,The Americana at Brand,Glendale,California,US,Kim,Turner,Female,70.0,1955-01-24,matthew25@davis.com,+1-140-357-6721,1.0,696.0,2.0,0.0,2023-07-11,42.0,398.29
3790,103790,Oral Care,Toothpaste,1,2.31,33,152,2021-02-18,8,BNPL (Buy Now, Pay Later),,Bellevue Square,Bellevue,Washington,US,Carrie,Peters,Female,50.0,1975-02-20,bushmckenzie@church.com,782.429.8364x14079,1.0,1592.0,3.0,1.0,2021-06-01,40.0,114.13
3791,103791,Skin Care,Face Wash,4,76.01,14,364,2020-08-09,6,PayPal,,,Westfield Stratford City,London,England,UK,Victoria,Perez,Male,35.0,1989-04-16,jesus67@gonzalez-freeman.com,284-152-5499x265,1.0,1464.0,8.0,1.0,2022-06-18,33.0,26.3
3792,103792,Skin Care,Face Wash,3,42.88,37,21,2022-01-11,6,PayPal,,,Bloor-Yorkville,Toronto,Ontario,Canada,Jim,Morris,Male,29.0,1996-02-04,xwilson@bell-frye.net,+1-489-383-9632,1.0,1248.0,9.0,1.0,2021-04-28,20.0,27.7
3793,103793,Hair Care,Shampoo,4,35.63,8,696,2020-06-20,3,Credit Card - AMEX,AMEX,,Bluewater Shopping Centre,Dartford,Kent,UK,Elizabeth,Kelly,Female,32.0,1992-06-05,uhampton@yahoo.com,+1-936-986-9814x789,0.0,1692.0,6.0,1.0,2020-05-11,35.0,64.07
3794,103794,Hair Care,Shampoo,2,20.11,6,205,2024-05-03,1,Credit Card - Visa,Visa,,Aventura Mall,Miami,Florida,US,Shelby,Gardner,Female,18.0,2006-11-14,dweber@jones.com,(872)196-6140x01492,1.0,1237.0,5.0,1.0,2024-08-07,38.0,172.93
3795,103795,Skin Care,Sunscreen,3,65.23,7,899,2024-07-08,10,Google Pay,,,West Edmonton Mall,Edmonton,Alberta,Canada,Darren,Chavez,Other,62.0,1962-06-14,andersonnicholas@gmail.com,001-481-458-0685,1.0,811.0,4.0,0.0,2022-08-10,32.0,276.42
3796,103796,Skin Care,Lip Balm,3,29.12,46,106,2020-05-17,2,Credit Card - MasterCard,MasterCard,,Park Meadows,Lone Tree,Colorado,US,Charlotte,Duncan,Male,45.0,1979-08-28,smithdenise@hotmail.com,(006)632-7295,0.0,551.0,10.0,0.0,2024-10-20,11.0,495.87
3797,103797,Body Care and Hygiene,Hand Sanitizer,2,5.63,26,762,2025-01-16,5,Debit Card - MasterCard,MasterCard,,Easton Town Center,Columbus,Ohio,US,Maria,Monroe,Other,37.0,1987-09-13,chloe25@martinez.com,+1-303-366-3672x4550,0.0,602.0,2.0,1.0,2023-02-02,6.0,483.36
3798,103798,Body Care and Hygiene,Hand Sanitizer,1,5.67,33,836,2022-10-23,3,Credit Card - AMEX,AMEX,,Bellevue Square,Bellevue,Washington,US,Aaron,Curry,Female,47.0,1977-07-23,codyfuller@brown-jordan.biz,5802365675,0.0,1815.0,7.0,1.0,2021-12-03,6.0,202.34
3799,103799,Body Care and Hygiene,Hand Sanitizer,3,4.75,22,678,2020-01-11,7,Cash,,,Tysons Corner Center,McLean,Virginia,US,Kimberly,Diaz,Female,29.0,1996-02-05,lori64@kennedy-walton.com,607-645-5033x9149,1.0,721.0,1.0,1.0,2021-12-11,4.0,63.54
3800,103800,Body Care and Hygiene,Body Lotion,3,27.44,16,972,2022-04-05,2,Credit Card - MasterCard,MasterCard,,The Oracle,Reading,Berkshire,UK,Tammy,Butler,Female,44.0,1980-10-30,ambergallegos@yahoo.com,(605)656-1382,0.0,1815.0,3.0,1.0,2024-12-04,26.0,97.5
3801,103801,Body Care and Hygiene,Hand Sanitizer,4,16.7,57,523,2020-10-10,1,Credit Card - Visa,Visa,,The Gardens Mall,Palm Beach Gardens,Florida,US,Heidi,Thomas,Female,30.0,1994-06-21,ybenson@nelson-bryant.com,(699)821-3646x320,1.0,497.0,3.0,0.0,2023-03-19,37.0,66.53
3802,103802,Skin Care,Lip Balm,3,66.92,50,7,2021-09-13,3,Credit Card - AMEX,AMEX,,The Summit,Birmingham,Alabama,US,Stephanie,Lynch,Male,52.0,1972-05-18,amy23@brown.com,693.754.8148x598,0.0,5.0,1.0,0.0,2024-07-18,35.0,324.09
